,state,tid,spec,result,misc,exp_key,owner,version,book_time,refresh_time,alpha,decay,eta,gamma_threshold,minimum_probability,num_topics,offset,loss,status
30,2,30,,"{'loss': 1.5858448175847246, 'status': 'ok'}","{'tid': 30, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [30], 'decay': [30], 'eta': [30], 'gamma_threshold': [30], 'minimum_probability': [30], 'num_topics': [30], 'offset': [30]}, 'vals': {'alpha': [12], 'decay': [7], 'eta': [0], 'gamma_threshold': [4], 'minimum_probability': [7], 'num_topics': [10.0], 'offset': [3]}}",,,0,2021-05-03 20:56:09.929,2021-05-03 20:56:42.414,0.0005,0.51,,0.002,0.0001,10.0,64,1.5858448175847246,ok
31,2,31,,"{'loss': 1.5858448175847246, 'status': 'ok'}","{'tid': 31, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [31], 'decay': [31], 'eta': [31], 'gamma_threshold': [31], 'minimum_probability': [31], 'num_topics': [31], 'offset': [31]}, 'vals': {'alpha': [12], 'decay': [7], 'eta': [0], 'gamma_threshold': [4], 'minimum_probability': [7], 'num_topics': [10.0], 'offset': [3]}}",,,0,2021-05-03 20:56:42.425,2021-05-03 20:57:14.499,0.0005,0.51,,0.002,0.0001,10.0,64,1.5858448175847246,ok
32,2,32,,"{'loss': 1.827506040023013, 'status': 'ok'}","{'tid': 32, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [32], 'decay': [32], 'eta': [32], 'gamma_threshold': [32], 'minimum_probability': [32], 'num_topics': [32], 'offset': [32]}, 'vals': {'alpha': [12], 'decay': [7], 'eta': [0], 'gamma_threshold': [4], 'minimum_probability': [7], 'num_topics': [12.0], 'offset': [2]}}",,,0,2021-05-03 20:57:14.509,2021-05-03 20:57:45.258,0.0005,0.51,,0.002,0.0001,12.0,16,1.827506040023013,ok
33,2,33,,"{'loss': 2.446720185837264, 'status': 'ok'}","{'tid': 33, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [33], 'decay': [33], 'eta': [33], 'gamma_threshold': [33], 'minimum_probability': [33], 'num_topics': [33], 'offset': [33]}, 'vals': {'alpha': [12], 'decay': [7], 'eta': [0], 'gamma_threshold': [4], 'minimum_probability': [7], 'num_topics': [13.0], 'offset': [3]}}",,,0,2021-05-03 20:57:45.268,2021-05-03 20:58:17.491,0.0005,0.51,,0.002,0.0001,13.0,64,2.446720185837264,ok
34,2,34,,"{'loss': 1.6628327151727218, 'status': 'ok'}","{'tid': 34, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [34], 'decay': [34], 'eta': [34], 'gamma_threshold': [34], 'minimum_probability': [34], 'num_topics': [34], 'offset': [34]}, 'vals': {'alpha': [12], 'decay': [7], 'eta': [0], 'gamma_threshold': [11], 'minimum_probability': [7], 'num_topics': [11.0], 'offset': [2]}}",,,0,2021-05-03 20:58:17.501,2021-05-03 20:58:53.057,0.0005,0.51,,5e-05,0.0001,11.0,16,1.6628327151727218,ok
35,2,35,,"{'loss': 2.9430933934395824, 'status': 'ok'}","{'tid': 35, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [35], 'decay': [35], 'eta': [35], 'gamma_threshold': [35], 'minimum_probability': [35], 'num_topics': [35], 'offset': [35]}, 'vals': {'alpha': [12], 'decay': [7], 'eta': [0], 'gamma_threshold': [10], 'minimum_probability': [7], 'num_topics': [8.0], 'offset': [5]}}",,,0,2021-05-03 20:58:53.066,2021-05-03 20:59:24.658,0.0005,0.51,,0.0001,0.0001,8.0,1024,2.9430933934395824,ok
36,2,36,,"{'loss': 1.7258047856172394, 'status': 'ok'}","{'tid': 36, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [36], 'decay': [36], 'eta': [36], 'gamma_threshold': [36], 'minimum_probability': [36], 'num_topics': [36], 'offset': [36]}, 'vals': {'alpha': [8], 'decay': [7], 'eta': [0], 'gamma_threshold': [4], 'minimum_probability': [7], 'num_topics': [10.0], 'offset': [1]}}",,,0,2021-05-03 20:59:24.668,2021-05-03 20:59:54.248,0.02,0.51,,0.002,0.0001,10.0,4,1.7258047856172394,ok
37,2,37,,"{'loss': 2.79073735680162, 'status': 'ok'}","{'tid': 37, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [37], 'decay': [37], 'eta': [37], 'gamma_threshold': [37], 'minimum_probability': [37], 'num_topics': [37], 'offset': [37]}, 'vals': {'alpha': [11], 'decay': [2], 'eta': [0], 'gamma_threshold': [3], 'minimum_probability': [3], 'num_topics': [12.0], 'offset': [3]}}",,,0,2021-05-03 20:59:54.257,2021-05-03 21:00:23.573,0.001,0.9,,0.003,0.01,12.0,64,2.79073735680162,ok
38,2,38,,"{'loss': 2.4804034539018476, 'status': 'ok'}","{'tid': 38, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [38], 'decay': [38], 'eta': [38], 'gamma_threshold': [38], 'minimum_probability': [38], 'num_topics': [38], 'offset': [38]}, 'vals': {'alpha': [9], 'decay': [8], 'eta': [0], 'gamma_threshold': [4], 'minimum_probability': [7], 'num_topics': [13.0], 'offset': [4]}}",,,0,2021-05-03 21:00:23.584,2021-05-03 21:00:55.014,0.01,0.50001,,0.002,0.0001,13.0,256,2.4804034539018476,ok
39,2,39,,"{'loss': 1.7157953130365104, 'status': 'ok'}","{'tid': 39, 'cmd': ('domain_attachment', 'FMinIter_Domain'), 'workdir': None, 'idxs': {'alpha': [39], 'decay': [39], 'eta': [39], 'gamma_threshold': [39], 'minimum_probability': [39], 'num_topics': [39], 'offset': [39]}, 'vals': {'alpha': [5], 'decay': [7], 'eta': [0], 'gamma_threshold': [8], 'minimum_probability': [6], 'num_topics': [10.0], 'offset': [1]}}",,,0,2021-05-03 21:00:55.024,2021-05-03 21:01:27.263,0.08,0.51,,0.0004,0.0005,10.0,4,1.7157953130365104,ok
